order_id,customer_id,order_date,channel,currency,coupon_code,order_status
4709,3003,2023-12-09,Retail,EUR,Discount20,Pending
4710,3395,2024-07-03,Online,EUR,,Cancelled
4711,4988,2025-05-25,Retail,USD,WELCOME,Completed
4712,727,2025-06-09,Mobile,USD,,Completed
4713,3211,2024-03-10,Mobile,USD,save10,Completed
4714,933,2024-07-07,Online,GBP,Discount20,Completed
4715,4093,2025-07-31,Online,EUR,WELCOME,Cancelled
4716,1545,2024-07-28,Mobile,GBP,DISCOUNT20,Completed
4717,3187,2024-01-01,Online,GBP,DISCOUNT20,Shipped
4718,988,2024-10-27,Online,USD,WELCOME,Cancelled
4719,2194,2023-11-07,Mobile,USD,Discount20,Completed
4720,2544,2023-09-25,Mobile,GBP,Discount20,Completed
4721,1988,2025-05-17,Retail,GBP,DISCOUNT20,Cancelled
4722,2424,2024-02-01,Retail,GBP,Discount20,Cancelled
4723,4125,2025-01-06,Online,EUR,save10,Shipped
4724,1921,2024-10-25,Mobile,GBP,,Completed
4725,1255,2024-07-02,Retail,EUR,save10,Pending
4726,4946,2024-06-05,Mobile,USD,DISCOUNT20,Cancelled
4727,2802,2024-01-03,Online,EUR,Discount20,Cancelled
4728,572,2023-09-10,Mobile,GBP,save10,Pending
4729,2644,2025-02-09,Mobile,USD,save10,Cancelled
4730,4044,2024-01-15,Retail,USD,SAVE10,Pending
4731,1540,2025-04-17,Retail,USD,SAVE10,Shipped
4732,1911,2024-10-19,Mobile,GBP,SUMMER,Cancelled
4733,2116,2025-06-15,Online,USD,save10,Cancelled
4734,2608,2025-04-11,Online,USD,SUMMER,Shipped
4735,1783,2023-11-28,Online,GBP,DISCOUNT20,Completed
4736,3853,2025-06-15,Mobile,EUR,,Cancelled
4737,378,2025-08-18,Mobile,GBP,WELCOME,Cancelled
4738,2969,2023-11-16,Mobile,GBP,WELCOME,Pending
4739,2274,2024-10-06,Mobile,USD,,Pending
4740,882,2025-02-21,Retail,EUR,save10,Pending
4741,2693,2024-01-24,Mobile,USD,WELCOME,Shipped
4742,4164,2024-12-01,Online,USD,DISCOUNT20,Pending
4743,3855,2023-10-14,Online,EUR,WELCOME,Completed
4744,3918,2025-07-01,Mobile,USD,SAVE10,Shipped
4745,1855,2024-01-28,Mobile,EUR,SAVE10,Pending
4746,2504,2024-04-29,Online,GBP,DISCOUNT20,Pending
4747,2215,2024-09-13,Online,GBP,,Pending
4748,503,2024-02-17,Retail,GBP,DISCOUNT20,Pending
4749,1923,2024-05-17,Retail,EUR,SUMMER,Completed
4750,772,2024-04-25,Mobile,USD,save10,Cancelled
4751,2378,2025-02-19,Retail,USD,SUMMER,Cancelled
4752,1273,2025-02-08,Mobile,GBP,SAVE10,Pending
4753,2290,2023-11-15,Online,EUR,SAVE10,Cancelled
4754,3599,2024-12-25,Retail,EUR,save10,Completed
4755,967,2025-07-18,Mobile,GBP,,Shipped
4756,534,2024-02-21,Retail,EUR,SUMMER,Completed
4757,4719,2023-10-16,Retail,USD,SUMMER,Shipped
4758,2880,2023-11-16,Online,GBP,,Completed
4759,1578,2024-03-05,Retail,USD,SUMMER,Cancelled
4760,1100,2024-09-12,Retail,EUR,SAVE10,Completed
4761,4167,2024-06-07,Online,EUR,Discount20,Completed
4762,579,2025-09-05,Online,GBP,DISCOUNT20,Cancelled
4763,3141,2024-03-30,Retail,GBP,SUMMER,Pending
4764,4735,2024-05-09,Mobile,USD,SAVE10,Pending
4765,1982,2023-11-04,Retail,EUR,save10,Shipped
4766,3546,2024-08-20,Mobile,GBP,WELCOME,Pending
4767,1376,2025-06-26,Mobile,EUR,DISCOUNT20,Pending
4768,4402,2024-04-05,Retail,USD,,Cancelled
4769,761,2025-04-15,Online,GBP,Discount20,Pending
4770,4988,2023-12-16,Mobile,USD,Discount20,Pending
4771,2504,2025-06-05,Online,EUR,save10,Pending
4772,2409,2023-11-13,Online,EUR,WELCOME,Pending
4773,4198,2024-10-03,Mobile,USD,SUMMER,Shipped
4774,1568,2024-03-13,Online,EUR,save10,Pending
4775,1951,2024-04-26,Retail,USD,WELCOME,Cancelled
4776,840,2024-10-17,Mobile,GBP,WELCOME,Shipped
4777,2085,2024-11-29,Mobile,USD,,Shipped
4778,2966,2025-03-11,Retail,USD,SUMMER,Pending
4779,4605,2025-08-01,Online,EUR,,Pending
4780,4543,2025-02-27,Retail,EUR,SAVE10,Shipped
4781,2204,2023-11-09,Online,EUR,Discount20,Completed
4782,4732,2025-08-11,Retail,USD,Discount20,Cancelled
4783,4988,2024-04-12,Retail,EUR,Discount20,Completed
4784,2038,2023-12-06,Mobile,EUR,Discount20,Shipped
4785,2322,2024-12-31,Retail,USD,SUMMER,Completed
4786,3853,2025-05-04,Retail,EUR,SAVE10,Cancelled
4787,3752,2024-02-13,Online,GBP,,Pending
4788,38,2024-11-10,Online,GBP,Discount20,Cancelled
4789,2245,2024-10-07,Online,GBP,,Shipped
4790,1739,2024-01-14,Retail,EUR,save10,Shipped
4791,3091,2024-05-12,Mobile,EUR,WELCOME,Shipped
4792,4826,2025-04-19,Mobile,GBP,,Cancelled
4793,3744,2023-12-02,Online,EUR,save10,Completed
4794,3749,2024-01-06,Mobile,GBP,SAVE10,Shipped
4795,4787,2025-02-20,Online,USD,Discount20,Cancelled
4796,3608,2023-11-19,Online,USD,SAVE10,Pending
4797,4290,2025-01-21,Retail,GBP,WELCOME,Completed
4798,2759,2024-07-19,Retail,EUR,Discount20,Cancelled
4799,3432,2024-01-11,Retail,GBP,SUMMER,Completed
4800,2775,2024-09-16,Online,GBP,save10,Shipped
4801,164,2025-04-08,Mobile,USD,WELCOME,Shipped
4802,2397,2024-11-19,Retail,GBP,save10,Pending
4803,1675,2023-11-03,Retail,GBP,DISCOUNT20,Cancelled
4804,3564,2024-05-10,Mobile,GBP,SUMMER,Completed
4805,2280,2024-02-13,Retail,USD,save10,Cancelled
4806,3351,2023-09-21,Retail,GBP,,Pending
4807,3969,2025-07-16,Retail,EUR,SAVE10,Pending
4808,2166,2024-03-09,Online,GBP,WELCOME,Completed
4809,3864,2024-08-16,Mobile,GBP,,Pending
4810,2713,2025-07-07,Retail,USD,SUMMER,Completed
4811,1066,2024-07-03,Retail,USD,Discount20,Pending
4812,4415,2023-09-14,Retail,GBP,WELCOME,Shipped
4813,1413,2024-06-05,Retail,EUR,,Completed
4814,3370,2025-06-02,Online,GBP,save10,Cancelled
4815,4694,2024-09-30,Online,GBP,WELCOME,Completed
4816,3157,2025-04-15,Online,EUR,,Cancelled
4817,1809,2024-02-02,Online,GBP,Discount20,Completed
4818,179,2023-12-07,Online,USD,WELCOME,Shipped
4819,4925,2024-03-06,Retail,USD,Discount20,Pending
4820,13,2024-09-09,Retail,GBP,,Cancelled
4821,1208,2025-07-14,Mobile,EUR,WELCOME,Cancelled
4822,4295,2025-04-30,Retail,EUR,SAVE10,Pending
4823,3173,2025-09-09,Retail,EUR,DISCOUNT20,Completed
4824,1592,2024-02-11,Mobile,EUR,DISCOUNT20,Cancelled
4825,2491,2024-04-23,Mobile,EUR,DISCOUNT20,Cancelled
4826,3302,2024-02-22,Mobile,GBP,WELCOME,Pending
4827,1906,2025-08-14,Online,GBP,SAVE10,Pending
4828,1608,2024-03-21,Online,EUR,WELCOME,Shipped
4829,728,2024-07-31,Retail,GBP,Discount20,Completed
4830,3675,2023-12-26,Online,USD,WELCOME,Cancelled
4831,2294,2024-04-27,Retail,EUR,WELCOME,Shipped
4832,1418,2024-04-11,Mobile,EUR,DISCOUNT20,Shipped
4833,2008,2024-11-15,Retail,EUR,,Cancelled
4834,338,2025-06-20,Mobile,GBP,,Shipped
4835,4063,2024-10-18,Retail,EUR,Discount20,Cancelled
4836,2234,2025-02-19,Mobile,EUR,save10,Pending
4837,2337,2023-09-24,Mobile,GBP,SUMMER,Pending
4838,4813,2024-08-18,Retail,USD,WELCOME,Shipped
4839,2079,2024-04-29,Online,USD,WELCOME,Shipped
4840,3816,2023-09-17,Retail,GBP,WELCOME,Cancelled
4841,205,2023-10-23,Retail,USD,SAVE10,Shipped
4842,3451,2024-07-18,Retail,EUR,SAVE10,Cancelled
4843,4889,2024-06-21,Retail,EUR,DISCOUNT20,Cancelled
4844,724,2025-07-26,Online,EUR,Discount20,Shipped
4845,1702,2024-08-07,Mobile,USD,SAVE10,Completed
4846,265,2023-12-04,Mobile,GBP,SAVE10,Cancelled
4847,275,2024-10-10,Retail,EUR,WELCOME,Cancelled
4848,4148,2025-08-06,Online,USD,save10,Cancelled
4849,2158,2024-10-02,Retail,USD,,Cancelled
4850,3463,2025-01-17,Retail,USD,SUMMER,Pending
4851,1641,2025-06-08,Mobile,USD,WELCOME,Shipped
4852,262,2024-06-02,Mobile,GBP,save10,Completed
4853,302,2023-11-27,Retail,EUR,SAVE10,Completed
4854,575,2023-11-03,Online,GBP,DISCOUNT20,Cancelled
4855,4792,2025-06-01,Mobile,EUR,Discount20,Shipped
4856,638,2025-08-01,Online,GBP,save10,Shipped
4857,2576,2025-05-08,Online,USD,,Completed
4858,2608,2024-02-07,Mobile,USD,save10,Shipped
4859,2267,2024-06-16,Retail,EUR,SAVE10,Cancelled
4860,2511,2023-11-09,Retail,EUR,WELCOME,Completed
4861,4184,2024-04-18,Mobile,GBP,WELCOME,Shipped
4862,1,2024-02-15,Retail,GBP,WELCOME,Shipped
4863,3276,2024-11-14,Mobile,GBP,Discount20,Shipped
4864,4486,2024-08-01,Online,GBP,,Completed
4865,3055,2023-12-07,Mobile,USD,SUMMER,Shipped
4866,2811,2024-02-14,Mobile,GBP,SUMMER,Completed
4867,4316,2024-12-01,Mobile,GBP,SAVE10,Cancelled
4868,1345,2024-01-11,Mobile,USD,save10,Pending
4869,30,2024-08-22,Mobile,USD,,Pending
4870,4067,2024-12-01,Retail,EUR,Discount20,Completed
4871,2585,2024-10-20,Retail,EUR,save10,Pending
4872,4383,2025-08-18,Retail,USD,DISCOUNT20,Completed
4873,2076,2025-04-24,Online,EUR,SAVE10,Pending
4874,723,2024-02-23,Mobile,EUR,WELCOME,Completed
4875,2526,2024-03-01,Retail,EUR,WELCOME,Pending
4876,1747,2025-04-18,Mobile,GBP,Discount20,Completed
4877,2076,2024-11-19,Retail,GBP,save10,Cancelled
4878,1374,2024-06-17,Retail,EUR,SUMMER,Cancelled
4879,1051,2025-06-07,Online,USD,SUMMER,Cancelled
4880,2311,2024-01-06,Online,USD,save10,Pending
4881,1851,2025-03-16,Mobile,EUR,save10,Pending
4882,2928,2024-06-22,Online,GBP,save10,Shipped
4883,3389,2024-10-14,Retail,EUR,WELCOME,Cancelled
4884,783,2024-10-12,Online,USD,DISCOUNT20,Cancelled
4885,626,2024-02-22,Mobile,GBP,DISCOUNT20,Completed
4886,1158,2024-08-26,Retail,GBP,SUMMER,Pending
4887,2192,2023-11-29,Retail,EUR,,Completed
4888,2862,2024-09-02,Online,GBP,,Cancelled
4889,1375,2024-05-18,Mobile,USD,WELCOME,Cancelled
4890,2816,2024-03-13,Mobile,GBP,SAVE10,Cancelled
4891,623,2025-02-26,Online,GBP,WELCOME,Cancelled
4892,2958,2025-04-06,Mobile,USD,WELCOME,Shipped
4893,2828,2024-11-08,Mobile,USD,DISCOUNT20,Pending
4894,796,2024-10-21,Mobile,USD,SUMMER,Completed
4895,4488,2024-04-22,Mobile,USD,save10,Completed
4896,1607,2024-10-02,Mobile,USD,Discount20,Cancelled
4897,3156,2023-10-08,Online,EUR,DISCOUNT20,Pending
4898,2554,2025-03-31,Online,USD,save10,Cancelled
4899,4705,2023-10-06,Retail,GBP,Discount20,Pending
4900,427,2023-10-31,Mobile,GBP,SAVE10,Pending
4901,519,2024-02-06,Mobile,EUR,DISCOUNT20,Shipped
4902,1583,2024-06-04,Retail,USD,SAVE10,Cancelled
4903,3290,2025-02-15,Online,USD,DISCOUNT20,Completed
4904,2723,2024-05-23,Mobile,EUR,SUMMER,Pending
4905,443,2025-07-20,Online,EUR,DISCOUNT20,Completed
4906,1555,2024-07-27,Online,EUR,SUMMER,Completed
4907,3685,2024-10-24,Retail,GBP,SAVE10,Completed
4908,389,2024-01-27,Mobile,GBP,WELCOME,Cancelled
4909,4498,2024-10-16,Retail,GBP,Discount20,Cancelled
4910,2620,2025-06-16,Retail,EUR,save10,Shipped
4911,1945,2025-06-25,Mobile,EUR,SUMMER,Cancelled
4912,981,2023-12-30,Mobile,GBP,DISCOUNT20,Completed
4913,1159,2025-04-15,Retail,GBP,Discount20,Cancelled
4914,2796,2024-11-20,Online,USD,WELCOME,Cancelled
4915,673,2024-01-01,Mobile,GBP,Discount20,Completed
4916,188,2024-02-13,Retail,USD,save10,Shipped
4917,3118,2023-11-08,Mobile,GBP,SAVE10,Completed
4918,483,2023-10-06,Mobile,GBP,,Pending
4919,1312,2024-08-29,Mobile,EUR,DISCOUNT20,Completed
4920,3314,2025-01-05,Mobile,USD,WELCOME,Pending
4921,1245,2025-03-22,Mobile,USD,save10,Shipped
4922,2916,2024-07-18,Mobile,EUR,DISCOUNT20,Shipped
4923,4657,2023-12-29,Retail,USD,SAVE10,Pending
4924,2220,2025-08-17,Retail,GBP,Discount20,Completed
4925,32,2024-09-16,Online,EUR,,Pending
4926,1140,2024-10-21,Mobile,GBP,save10,Cancelled
4927,4033,2023-11-14,Online,USD,,Shipped
4928,403,2023-11-23,Mobile,USD,DISCOUNT20,Pending
4929,250,2024-11-18,Online,GBP,save10,Shipped
4930,2190,2024-06-30,Mobile,EUR,,Shipped
4931,1056,2024-01-15,Retail,USD,,Shipped
4932,1001,2023-11-20,Online,GBP,SUMMER,Completed
4933,2419,2024-07-08,Retail,USD,save10,Completed
4934,2714,2024-03-26,Mobile,GBP,Discount20,Completed
4935,1208,2024-02-26,Mobile,GBP,WELCOME,Completed
4936,3114,2025-06-22,Online,EUR,,Completed
4937,1422,2024-10-23,Online,EUR,SAVE10,Shipped
4938,2938,2025-04-26,Retail,EUR,SUMMER,Shipped
4939,3270,2023-11-16,Mobile,GBP,SUMMER,Completed
4940,4748,2025-01-28,Online,EUR,Discount20,Completed
4941,4118,2025-04-09,Mobile,GBP,,Cancelled
4942,3569,2024-05-02,Retail,GBP,SUMMER,Pending
4943,289,2024-11-10,Online,EUR,SUMMER,Cancelled
4944,3535,2025-08-24,Online,USD,,Shipped
4945,4349,2025-04-03,Mobile,GBP,WELCOME,Shipped
4946,2848,2024-04-14,Retail,GBP,,Pending
4947,607,2024-11-12,Online,EUR,save10,Completed
4948,3414,2024-03-02,Mobile,USD,DISCOUNT20,Completed
4949,723,2025-01-28,Online,GBP,Discount20,Pending
4950,4555,2025-03-15,Retail,USD,SUMMER,Shipped
4951,4827,2024-05-05,Retail,GBP,Discount20,Shipped
4952,653,2023-10-07,Mobile,GBP,SAVE10,Pending
4953,4170,2025-05-08,Online,USD,SUMMER,Completed
4954,2101,2024-03-14,Mobile,GBP,Discount20,Cancelled
4955,2015,2023-12-01,Mobile,USD,save10,Cancelled
4956,2524,2024-03-22,Online,GBP,save10,Completed
4957,2127,2025-01-05,Retail,GBP,save10,Completed
4958,2963,2023-11-30,Online,EUR,WELCOME,Pending
4959,4595,2024-12-13,Online,GBP,SUMMER,Completed
4960,3350,2024-10-15,Retail,USD,save10,Completed
4961,4624,2025-06-06,Retail,GBP,DISCOUNT20,Pending
4962,3227,2024-09-02,Retail,USD,Discount20,Cancelled
4963,4183,2024-04-09,Mobile,EUR,Discount20,Shipped
4964,2718,2025-01-22,Retail,GBP,save10,Pending
4965,4858,2024-11-17,Online,EUR,Discount20,Pending
4966,1302,2024-01-19,Mobile,USD,save10,Completed
4967,908,2025-08-24,Mobile,USD,DISCOUNT20,Pending
4968,3060,2023-10-11,Online,USD,WELCOME,Cancelled
4969,3499,2025-01-30,Mobile,GBP,SUMMER,Shipped
4970,3973,2024-08-13,Retail,GBP,WELCOME,Completed
4971,3271,2024-04-11,Retail,EUR,Discount20,Pending
4972,3930,2025-07-10,Retail,GBP,SUMMER,Cancelled
4973,4710,2024-07-18,Retail,EUR,DISCOUNT20,Completed
4974,1893,2023-10-25,Retail,GBP,DISCOUNT20,Completed
4975,3913,2025-01-22,Retail,EUR,save10,Cancelled
4976,4913,2024-07-13,Mobile,USD,,Shipped
4977,2250,2025-05-08,Mobile,GBP,WELCOME,Cancelled
4978,713,2023-11-09,Mobile,USD,save10,Cancelled
4979,4314,2025-01-13,Retail,GBP,DISCOUNT20,Shipped
4980,3636,2024-09-08,Retail,USD,Discount20,Completed
4981,4039,2024-02-20,Retail,EUR,SUMMER,Pending
4982,2198,2023-10-27,Mobile,EUR,SUMMER,Cancelled
4983,590,2025-03-01,Retail,GBP,WELCOME,Cancelled
4984,915,2024-01-24,Mobile,EUR,WELCOME,Shipped
4985,1947,2023-12-17,Mobile,USD,Discount20,Completed
4986,4635,2025-09-03,Online,EUR,save10,Pending
4987,500,2024-10-12,Online,EUR,Discount20,Pending
4988,309,2023-10-04,Online,GBP,SUMMER,Shipped
4989,1272,2025-08-03,Online,EUR,DISCOUNT20,Pending
4990,4296,2024-09-14,Retail,GBP,Discount20,Pending
4991,2502,2024-10-15,Mobile,GBP,DISCOUNT20,Shipped
4992,3126,2025-06-08,Retail,GBP,SAVE10,Cancelled
4993,3571,2025-01-16,Mobile,GBP,SAVE10,Completed
4994,4147,2025-03-13,Online,EUR,SAVE10,Pending
4995,1611,2024-10-30,Retail,GBP,SAVE10,Completed
4996,2734,2023-12-17,Online,EUR,save10,Pending
4997,3070,2024-08-22,Mobile,EUR,WELCOME,Shipped
4998,855,2025-07-08,Retail,EUR,SUMMER,Cancelled
4999,3415,2025-01-10,Online,EUR,DISCOUNT20,Pending
5000,3220,2024-12-14,Online,GBP,WELCOME,Shipped
5001,2190,2023-11-18,Mobile,EUR,save10,Pending
5002,4062,2025-01-02,Online,USD,save10,Cancelled
5003,1690,2024-09-11,Retail,GBP,Discount20,Cancelled
5004,4698,2024-11-15,Online,USD,,Pending
5005,4348,2025-05-06,Retail,EUR,WELCOME,Pending
5006,4107,2023-11-02,Retail,GBP,SAVE10,Pending
5007,701,2024-08-26,Retail,EUR,save10,Pending
5008,4564,2025-03-09,Online,USD,save10,Shipped
5009,3720,2023-12-27,Retail,EUR,,Pending
5010,732,2025-06-05,Online,EUR,DISCOUNT20,Shipped
5011,2129,2025-05-06,Online,GBP,SUMMER,Shipped
5012,3914,2024-07-01,Mobile,GBP,SUMMER,Cancelled
5013,3240,2024-03-05,Online,EUR,,Completed
5014,3937,2024-01-21,Retail,USD,save10,Completed
5015,4974,2025-01-22,Mobile,USD,WELCOME,Shipped
5016,3070,2025-01-11,Retail,USD,DISCOUNT20,Cancelled
5017,2449,2023-10-02,Online,EUR,,Pending
5018,2778,2024-03-26,Online,GBP,SAVE10,Shipped
5019,2258,2024-10-29,Mobile,GBP,DISCOUNT20,Pending
5020,4239,2024-03-06,Mobile,EUR,save10,Shipped
5021,2230,2025-02-25,Retail,EUR,WELCOME,Cancelled
5022,3107,2025-07-16,Retail,GBP,SAVE10,Shipped
5023,154,2024-03-16,Retail,EUR,SUMMER,Cancelled
5024,1723,2025-07-25,Mobile,EUR,DISCOUNT20,Shipped
5025,4400,2024-07-04,Retail,GBP,WELCOME,Completed
5026,2755,2024-10-15,Retail,GBP,DISCOUNT20,Pending
5027,22,2024-12-07,Mobile,EUR,Discount20,Completed
5028,3989,2024-06-17,Retail,GBP,DISCOUNT20,Cancelled
5029,923,2024-02-23,Retail,USD,SUMMER,Shipped
5030,3823,2025-03-21,Online,USD,save10,Completed
5031,900,2025-07-09,Online,EUR,save10,Cancelled
5032,3788,2024-09-19,Retail,USD,Discount20,Cancelled
5033,2154,2024-07-22,Online,GBP,SAVE10,Cancelled
5034,4396,2025-02-27,Retail,USD,DISCOUNT20,Cancelled
5035,2993,2023-12-19,Retail,GBP,SUMMER,Shipped
5036,2086,2024-10-10,Online,USD,SUMMER,Cancelled
5037,3997,2025-03-07,Retail,USD,WELCOME,Cancelled
5038,3065,2024-05-23,Retail,USD,,Cancelled
5039,1243,2024-04-16,Online,USD,,Cancelled
5040,3055,2024-06-27,Retail,GBP,SAVE10,Cancelled
5041,3982,2024-11-27,Mobile,GBP,SUMMER,Shipped
5042,2967,2023-12-20,Mobile,USD,save10,Shipped
5043,3297,2025-01-29,Online,USD,Discount20,Cancelled
5044,964,2025-04-18,Online,EUR,DISCOUNT20,Pending
5045,1749,2025-08-02,Mobile,GBP,save10,Cancelled
5046,3638,2024-07-08,Online,EUR,SAVE10,Shipped
5047,834,2024-01-27,Retail,EUR,Discount20,Shipped
5048,787,2024-11-18,Retail,GBP,WELCOME,Shipped
5049,2012,2024-12-17,Retail,USD,,Cancelled
5050,2617,2025-04-13,Mobile,EUR,SAVE10,Pending
5051,4091,2025-08-01,Retail,EUR,save10,Shipped
5052,304,2024-03-15,Online,EUR,SAVE10,Pending
5053,4985,2024-06-23,Retail,USD,SAVE10,Completed
5054,3770,2024-06-17,Retail,GBP,save10,Completed
5055,323,2025-06-21,Online,EUR,save10,Completed
5056,3140,2025-09-05,Retail,GBP,Discount20,Cancelled
5057,4708,2025-03-15,Online,EUR,,Shipped
5058,4894,2023-10-31,Online,GBP,SUMMER,Cancelled
5059,802,2023-09-19,Retail,GBP,DISCOUNT20,Completed
5060,2992,2025-05-15,Mobile,USD,save10,Shipped
5061,3647,2024-07-30,Retail,GBP,DISCOUNT20,Cancelled
5062,1622,2023-10-03,Retail,EUR,DISCOUNT20,Cancelled
5063,2917,2023-11-11,Mobile,GBP,,Shipped
5064,373,2025-06-10,Retail,USD,WELCOME,Pending
5065,1089,2023-11-06,Mobile,GBP,DISCOUNT20,Cancelled
5066,700,2024-07-04,Online,USD,Discount20,Cancelled
5067,873,2025-01-25,Online,GBP,SAVE10,Completed
5068,2230,2024-09-11,Online,USD,,Shipped
5069,2539,2024-01-18,Online,EUR,save10,Cancelled
5070,1858,2023-09-30,Retail,EUR,Discount20,Pending
5071,2570,2025-07-25,Retail,GBP,Discount20,Shipped
5072,3618,2024-01-08,Online,GBP,SUMMER,Completed
5073,1606,2024-02-24,Mobile,GBP,SAVE10,Completed
5074,3738,2024-03-10,Mobile,GBP,DISCOUNT20,Cancelled
5075,3580,2025-06-30,Retail,GBP,Discount20,Pending
5076,3194,2025-05-25,Online,GBP,DISCOUNT20,Cancelled
5077,1487,2024-08-31,Mobile,EUR,DISCOUNT20,Shipped
5078,4844,2024-09-07,Retail,GBP,Discount20,Completed
5079,1160,2025-07-19,Mobile,GBP,WELCOME,Shipped
5080,4779,2024-09-10,Online,USD,Discount20,Pending
5081,1053,2024-02-18,Online,USD,SAVE10,Cancelled
5082,1364,2025-08-04,Retail,USD,Discount20,Shipped
5083,677,2024-08-06,Online,GBP,WELCOME,Pending
5084,2730,2025-08-21,Mobile,EUR,WELCOME,Cancelled
5085,3699,2025-04-01,Retail,GBP,save10,Cancelled
5086,3093,2024-08-07,Retail,GBP,DISCOUNT20,Pending
5087,3071,2024-12-20,Mobile,EUR,SUMMER,Cancelled
5088,626,2025-08-05,Online,GBP,SAVE10,Cancelled
5089,700,2025-01-15,Online,EUR,WELCOME,Pending
5090,4188,2025-05-27,Online,GBP,SUMMER,Pending
5091,475,2023-12-07,Online,GBP,Discount20,Completed
5092,4859,2023-12-15,Online,EUR,Discount20,Shipped
5093,4203,2024-06-29,Retail,USD,,Cancelled
5094,4069,2024-07-31,Online,EUR,WELCOME,Pending
5095,1359,2024-11-16,Online,USD,SUMMER,Pending
5096,1625,2024-05-26,Online,EUR,SUMMER,Completed
5097,799,2023-11-27,Online,USD,WELCOME,Pending
5098,4438,2025-06-15,Online,EUR,SAVE10,Pending
5099,14,2025-01-22,Mobile,EUR,Discount20,Shipped
5100,2385,2024-10-16,Retail,EUR,SAVE10,Completed
5101,3456,2023-10-11,Mobile,GBP,WELCOME,Shipped
5102,889,2024-04-21,Mobile,USD,Discount20,Shipped
5103,3091,2024-07-30,Online,GBP,,Cancelled
5104,22,2025-02-22,Retail,EUR,save10,Shipped
5105,539,2024-12-11,Mobile,EUR,DISCOUNT20,Completed
5106,4088,2023-10-22,Online,USD,SUMMER,Shipped
5107,4596,2025-01-31,Online,GBP,SUMMER,Completed
5108,4105,2025-09-06,Retail,GBP,DISCOUNT20,Completed
5109,1853,2024-03-26,Mobile,USD,WELCOME,Cancelled
5110,2692,2025-06-20,Retail,EUR,,Shipped
5111,3828,2024-01-30,Retail,USD,,Completed
5112,3288,2024-05-29,Online,EUR,save10,Pending
5113,4991,2023-09-30,Mobile,USD,WELCOME,Cancelled
5114,4663,2024-08-24,Online,GBP,save10,Shipped
5115,127,2024-07-05,Online,EUR,DISCOUNT20,Cancelled
5116,938,2023-09-12,Mobile,GBP,WELCOME,Completed
5117,1011,2024-05-27,Mobile,USD,save10,Cancelled
5118,4577,2024-05-19,Mobile,USD,DISCOUNT20,Shipped
5119,4464,2024-09-26,Online,GBP,WELCOME,Shipped
5120,89,2025-01-18,Retail,EUR,DISCOUNT20,Completed
5121,2721,2024-04-06,Online,USD,,Pending
5122,3261,2023-09-26,Mobile,USD,Discount20,Cancelled
5123,1408,2025-01-29,Retail,USD,DISCOUNT20,Pending
5124,927,2023-12-01,Retail,GBP,save10,Completed
5125,4509,2024-08-01,Mobile,GBP,WELCOME,Cancelled
5126,2264,2025-03-15,Mobile,USD,DISCOUNT20,Pending
5127,1631,2025-01-03,Retail,GBP,DISCOUNT20,Cancelled
5128,1574,2025-03-02,Mobile,GBP,save10,Completed
5129,35,2024-06-21,Retail,EUR,WELCOME,Pending
5130,2673,2025-03-09,Online,EUR,SUMMER,Cancelled
5131,2079,2025-04-18,Retail,GBP,DISCOUNT20,Cancelled
5132,1001,2024-12-07,Online,USD,save10,Completed
5133,2493,2024-04-21,Online,USD,DISCOUNT20,Pending
5134,1552,2024-01-02,Online,GBP,SUMMER,Cancelled
5135,4205,2024-01-11,Mobile,GBP,save10,Shipped
5136,4639,2025-04-10,Mobile,USD,DISCOUNT20,Cancelled
5137,4939,2024-12-29,Retail,USD,WELCOME,Shipped
5138,668,2025-06-06,Retail,GBP,SAVE10,Pending
5139,268,2024-02-24,Retail,EUR,,Shipped
5140,467,2024-04-23,Mobile,EUR,SAVE10,Pending
5141,2078,2023-11-01,Mobile,EUR,SAVE10,Cancelled
5142,764,2024-12-22,Retail,EUR,,Pending
5143,4549,2024-02-19,Mobile,EUR,DISCOUNT20,Pending
5144,3672,2024-01-07,Retail,GBP,SUMMER,Completed
5145,4566,2024-10-06,Retail,EUR,WELCOME,Shipped
5146,3569,2024-10-24,Online,USD,WELCOME,Cancelled
5147,1839,2024-11-14,Retail,EUR,save10,Shipped
5148,1911,2024-06-17,Online,GBP,Discount20,Shipped
5149,1937,2023-11-11,Online,USD,DISCOUNT20,Pending
5150,2165,2024-10-24,Mobile,EUR,save10,Shipped
5151,2731,2024-04-26,Retail,EUR,Discount20,Cancelled
5152,953,2025-04-06,Online,EUR,,Cancelled
5153,4370,2023-10-19,Online,GBP,SUMMER,Shipped
5154,1780,2025-09-01,Online,GBP,SAVE10,Cancelled
5155,3171,2025-08-17,Online,EUR,Discount20,Cancelled
5156,1329,2024-01-26,Retail,USD,WELCOME,Cancelled
5157,4750,2025-03-06,Mobile,EUR,Discount20,Shipped
5158,3388,2025-06-23,Online,USD,SAVE10,Completed
5159,3966,2025-06-19,Mobile,EUR,WELCOME,Cancelled
5160,3683,2025-05-23,Retail,EUR,save10,Cancelled
5161,3427,2024-01-19,Retail,EUR,DISCOUNT20,Shipped
5162,1243,2024-04-05,Online,EUR,save10,Pending
5163,2426,2024-07-28,Mobile,EUR,SUMMER,Completed
5164,1665,2025-05-20,Mobile,USD,,Cancelled
5165,3115,2024-05-25,Mobile,EUR,save10,Shipped
