product_id,category,subcategory,brand,price,cost
469,Toys,Educational,"Smith, Shaw and Long",1285.61,669.59
470,Clothing,Kids,"Oliver, Larsen and Crawford",815.15,473.94
471,Electronics,Mobile,Lewis-Gonzalez,882.01,523.65
472,Clothing,Women,Mcdonald and Sons,1215.29,638.07
473,Home,Decor,"Jones, Lynch and Roman",1976.11,1063.44
474,Books,Fiction,Harrell-Robertson,1522.53,922.64
475,Electronics,Laptop,"Holmes, Miller and Simon",487.27,218.79
476,Books,Fiction,Mitchell-Bernard,286.05,120.21
477,Books,Comics,Marshall PLC,839.18,658.82
478,Clothing,Women,"Atkins, Houston and Anderson",1867.83,1285.91
479,Clothing,Men,Hicks and Sons,999.04,605.31
480,Books,Non-Fiction,York and Sons,997.25,434.82
481,Books,Comics,Shelton Ltd,917.18,455.19
482,Toys,Educational,"Nicholson, Herrera and Johnson",102.07,52.32
483,Toys,Board,"Smith, Taylor and Ortega",1346.68,692.6
484,Electronics,Mobile,"Gutierrez, Holt and Burton",864.7,651.1
485,Home,Kitchen,"Yu, Diaz and Green",735.05,411.8
486,Toys,Board,"Williams, Wade and Smith",393.34,244.38
487,Electronics,Laptop,Martin-Hughes,1010.99,713.52
488,Home,Decor,"Williams, Green and Anderson",1362.4,609.71
489,Electronics,Laptop,Howell-Doyle,749.53,595.66
490,Toys,Educational,"Morton, Washington and Williams",1511.16,724.79
491,Toys,Educational,"Thomas, Aguilar and Combs",1002.66,419.23
492,Clothing,Kids,Stuart-Townsend,669.42,394.62
493,Books,Fiction,Long-Martinez,1214.49,736.23
494,Home,Decor,Robinson-Stark,640.47,356.86
495,Toys,Board,Walters-Thompson,1685.99,1074.8
496,Toys,Board,Rhodes-Armstrong,1067.02,729.3
497,Home,Kitchen,Jones-Ford,1632.42,893.49
498,Electronics,Laptop,"Bridges, Wells and Shaw",1169.49,840.51
499,Electronics,Camera,Ramirez-Bryant,951.81,748.91
500,Toys,Board,Henry-Miller,458.95,193.01
501,Books,Fiction,"Moore, Best and Dennis",1050.84,723.48
502,Books,Fiction,"Gordon, Wilson and Anthony",1644.21,816.97
503,Toys,Board,Allen LLC,224.24,91.39
504,Home,Kitchen,"Martin, Carter and Williams",307.11,207.67
505,Books,Comics,Travis-Romero,1551.07,1191.54
506,Electronics,Camera,"Maddox, Leonard and Hurley",280.47,135.45
507,Home,Decor,Vasquez Group,959.35,528.34
508,Clothing,Women,"Moore, Martin and Bright",1824.69,979.73
509,Home,Decor,Garza-Alvarez,1545.12,1063.61
510,Home,Decor,Patton Group,970.94,760.18
511,Home,Decor,Lee Ltd,600.51,466.35
512,Home,Kitchen,Todd Ltd,1411.28,954.16
513,Books,Non-Fiction,Williams LLC,962.21,600.61
514,Home,Kitchen,"Lopez, Young and Fitzgerald",248.14,166.41
515,Books,Non-Fiction,Mcdaniel and Sons,1637.66,1280.39
516,Clothing,Women,Price Inc,88.92,69.55
517,Electronics,Laptop,Mejia PLC,1848.4,1224.36
518,Books,Fiction,Banks Inc,408.13,251.18
519,Toys,Board,Mitchell-Martin,546.88,242.65
520,Toys,Action,"Watson, Rios and Brown",488.7,326.42
521,Toys,Action,Walter and Sons,1277.7,537.91
522,Books,Non-Fiction,Roberts and Sons,1436.13,632.21
523,Clothing,Men,"Knight, Nichols and Dyer",1929.21,1526.32
524,Clothing,Women,Anderson-Aguilar,1307.52,983.59
525,Books,Non-Fiction,White-King,1302.82,915.05
526,Home,Kitchen,Wilson Group,574.4,243.35
527,Electronics,Camera,Hernandez and Sons,1150.4,706.42
528,Electronics,Mobile,"Long, Reed and Cook",838.68,616.46
529,Electronics,Laptop,"Brewer, Pitts and Oneill",1576.98,748.32
530,Home,Furniture,Friedman Group,23.49,14.73
531,Electronics,Laptop,"Mullins, Giles and Webb",572.7,455.66
532,Toys,Board,Mora Inc,990.36,767.95
533,Toys,Educational,Wilson-Olson,549.31,397.44
534,Home,Furniture,Little-Skinner,1463.58,964.96
535,Clothing,Men,"Jordan, Ortega and Hamilton",1474.55,1056.23
536,Toys,Board,Davis-Moore,1515.78,712.72
537,Books,Non-Fiction,"Tucker, Butler and Hill",1032.98,449.03
538,Electronics,Mobile,Scott PLC,1963.46,1160.37
539,Clothing,Men,Hodges-Martinez,525.27,259.59
540,Home,Kitchen,"Wong, Cole and Frazier",607.38,418.58
541,Electronics,Laptop,Griffin Inc,1309.1,886.4
542,Electronics,Camera,"Lewis, Phillips and Herrera",240.86,125.9
543,Books,Comics,Fox-Edwards,1007.53,763.76
544,Home,Decor,Cook-Simon,239.24,183.37
545,Home,Kitchen,"Williams, Richardson and Nichols",1231.18,600.39
546,Clothing,Women,Dunn PLC,310.61,217.15
547,Toys,Educational,"Best, Mason and Garcia",834.61,517.2
548,Books,Comics,Palmer-King,1604.98,1172.02
549,Clothing,Kids,Gaines-Young,1510.71,1131.91
550,Electronics,Camera,Jackson and Sons,896.26,610.81
551,Electronics,Camera,Atkinson Inc,228.86,167.41
552,Toys,Action,Glass-Owens,1147.54,527.8
553,Home,Decor,"Miller, Kirby and Hoffman",886.47,595.81
554,Toys,Educational,Davis Ltd,186.43,112.63
555,Electronics,Laptop,Dixon Ltd,268.23,151.86
556,Toys,Action,"Diaz, Holland and Simmons",1119.8,749.27
557,Home,Decor,"Valentine, Robinson and Ellis",48.43,24.3
558,Electronics,Camera,Perez-Jimenez,439.71,188.73
559,Books,Non-Fiction,Morton-Stewart,1402.27,864.45
560,Electronics,Mobile,Knight Group,1972.34,1161.37
561,Home,Kitchen,"Johnson, Barber and Smith",364.06,165.35
562,Books,Non-Fiction,Rios-Guerra,1985.75,1098.1
563,Books,Non-Fiction,Kennedy-Ruiz,165.1,129.71
564,Toys,Action,Brennan-Evans,1308.8,705.58
565,Clothing,Kids,"Kelley, Sandoval and Maldonado",789.15,355.86
566,Clothing,Men,"Schultz, Sanchez and Bennett",1513.58,1197.84
567,Books,Comics,Haynes-Conley,1439.59,820.06
568,Books,Fiction,Buchanan-Hardy,498.79,268.58
569,Home,Furniture,Owens and Sons,1875.13,1293.86
570,Electronics,Mobile,Hall-Castillo,1619.91,919.62
571,Electronics,Mobile,Peters-Pena,416.13,183.25
572,Electronics,Laptop,"Johnson, Smith and Reid",1197.58,815.93
573,Electronics,Mobile,Johnson-Alvarez,1482.38,831.48
574,Clothing,Kids,Jackson LLC,438.45,326.86
575,Electronics,Mobile,Davidson Inc,1010.27,521.0
576,Toys,Educational,Jackson Group,1157.06,820.37
577,Home,Furniture,Gonzales-Potter,607.02,277.59
578,Toys,Action,Estrada-Rodriguez,830.05,423.38
579,Toys,Board,Smith-Gutierrez,1760.03,1345.77
580,Books,Comics,Horne LLC,993.76,783.99
581,Books,Comics,Howard-Gomez,640.88,363.08
582,Clothing,Women,"Harris, Newman and Rose",756.04,530.56
583,Books,Fiction,"Gibson, Durham and Pineda",1699.44,884.21
584,Clothing,Women,Roberts Inc,1829.91,1143.61
585,Books,Comics,Conley-Wright,1062.33,589.98
586,Home,Furniture,Walters and Sons,663.87,286.54
587,Books,Non-Fiction,"Shaffer, Williams and Johnson",189.47,130.7
588,Clothing,Men,"Thompson, Nguyen and Cunningham",540.58,361.9
589,Toys,Action,Henderson Inc,1747.87,830.7
590,Toys,Board,"Cooley, Keith and Kirk",1344.54,654.53
591,Clothing,Women,Collins Ltd,609.86,465.69
592,Clothing,Men,"Hartman, Lutz and Bradshaw",1924.34,860.04
593,Books,Fiction,"Watson, Watson and Ali",1392.77,949.18
594,Books,Fiction,Hudson Ltd,1106.4,785.77
595,Books,Non-Fiction,Phillips LLC,1069.63,581.56
596,Home,Kitchen,Stone PLC,1028.07,615.72
597,Electronics,Camera,"Davis, Lopez and Ramirez",941.63,692.94
598,Clothing,Women,Mitchell-Camacho,629.28,263.22
599,Clothing,Kids,"Smith, Clark and Watson",296.12,149.34
600,Toys,Board,Nelson and Sons,1441.42,746.77
601,Clothing,Women,Newton-Contreras,463.89,291.28
602,Clothing,Women,Shepard-Simpson,1103.53,857.87
603,Home,Kitchen,Cox Group,1527.9,909.79
604,Books,Non-Fiction,Cabrera-Koch,340.63,244.57
605,Clothing,Men,Arellano-Robinson,1442.03,858.48
606,Toys,Board,Haynes LLC,1914.69,1167.15
607,Electronics,Camera,Long PLC,101.79,40.98
608,Clothing,Kids,"Best, Mcknight and Klein",466.71,318.7
609,Electronics,Mobile,"Harris, Leblanc and Nolan",1013.94,556.94
610,Toys,Board,"Walker, Murray and Bennett",1335.18,863.34
611,Books,Comics,Torres-Pearson,978.27,393.9
612,Toys,Educational,Hall LLC,28.64,17.52
613,Home,Decor,"Gentry, Porter and Hays",1955.07,795.43
614,Books,Fiction,Diaz Inc,218.5,95.82
615,Clothing,Men,Gross and Sons,387.9,236.84
616,Home,Kitchen,Ibarra LLC,1590.9,686.64
617,Books,Non-Fiction,Smith and Sons,1132.18,901.32
618,Clothing,Women,"Burke, Carter and Burns",1369.66,1012.38
619,Electronics,Mobile,"Gordon, Simpson and Kelly",813.53,448.15
620,Books,Fiction,"Ramirez, Arnold and Nelson",1275.31,868.66
621,Electronics,Laptop,Wilson Group,1691.43,1112.9
622,Home,Decor,"Larson, Moore and Rodriguez",1954.77,1543.36
623,Toys,Action,Johnson Group,463.38,352.4
624,Toys,Educational,Gaines-Jones,545.83,420.11
625,Home,Decor,Sanders-Moore,1129.2,466.54
626,Home,Furniture,"Miller, Hill and Gonzalez",1923.13,1220.83
627,Books,Fiction,Owens PLC,602.06,376.64
628,Toys,Educational,Rodriguez Inc,1355.68,835.4
629,Books,Comics,Torres-Roberts,284.2,226.05
630,Electronics,Camera,"Lewis, Webster and Taylor",1492.19,803.31
631,Electronics,Laptop,"Stephens, Jones and Stanley",468.13,201.49
632,Toys,Board,Montes-Martinez,1909.94,1067.05
633,Home,Furniture,Snyder Ltd,1270.08,906.1
634,Books,Non-Fiction,"Brewer, Morris and Estrada",460.14,285.85
635,Books,Non-Fiction,Richard PLC,375.55,238.23
636,Books,Fiction,"Stewart, Lee and Harding",1545.47,800.79
637,Clothing,Kids,Payne-Mason,151.65,76.92
638,Books,Comics,Hall Ltd,1568.86,724.36
639,Books,Non-Fiction,"Davis, White and Torres",724.6,316.37
640,Home,Kitchen,Osborne PLC,723.04,367.24
641,Clothing,Men,"Rivera, Jones and Johnson",378.85,219.56
642,Toys,Board,"Delgado, Torres and Deleon",819.05,336.22
643,Home,Decor,Jones Group,190.66,121.87
644,Home,Kitchen,Foster-Wright,29.62,16.75
645,Electronics,Camera,"Sandoval, Day and Davidson",1802.77,1373.86
646,Clothing,Kids,"Garcia, Velez and Gordon",1044.6,704.19
647,Clothing,Men,Harris and Sons,541.49,274.73
648,Clothing,Men,White-Adams,338.58,172.81
649,Home,Kitchen,Mitchell-Shah,1566.42,852.84
650,Clothing,Kids,"Williams, Salinas and Abbott",1251.94,798.14
651,Clothing,Women,"Larson, Torres and Chang",218.41,113.98
652,Books,Non-Fiction,"Guzman, Hall and Gillespie",1684.02,929.5
653,Home,Kitchen,Ross-Howard,672.8,488.58
654,Toys,Action,"Tanner, Browning and Kelley",604.37,387.57
655,Clothing,Women,Jones Ltd,631.8,496.49
656,Home,Kitchen,Peters Group,1471.07,960.85
657,Toys,Action,Smith PLC,655.14,335.51
658,Books,Non-Fiction,Adams and Sons,232.21,145.26
659,Toys,Board,Freeman Inc,363.95,257.33
660,Electronics,Camera,Collins Ltd,925.94,632.74
661,Books,Non-Fiction,"West, Lozano and Jackson",1663.41,711.38
662,Books,Comics,"Lopez, Martin and Bailey",1001.11,654.06
663,Clothing,Women,Daniels LLC,1319.03,904.98
664,Books,Fiction,Garcia Inc,900.89,575.83
665,Toys,Educational,Holland Group,1071.06,824.07
666,Books,Comics,"Murphy, Jones and Becker",78.35,61.69
667,Toys,Board,Knight-Murray,1278.17,554.72
668,Clothing,Kids,"Sanders, Smith and Coleman",1331.06,620.99
669,Toys,Action,Reyes-Melton,1128.62,742.65
670,Books,Non-Fiction,"Parrish, Durham and Ramos",1931.6,1105.23
671,Electronics,Mobile,"Hansen, Hernandez and White",521.18,314.93
672,Toys,Board,Perez LLC,1163.13,732.88
673,Books,Non-Fiction,"Price, Hill and Robles",785.31,556.74
674,Toys,Board,Thompson-Lyons,1003.43,539.83
675,Electronics,Laptop,"Johnson, Gregory and Stephens",213.58,120.97
676,Electronics,Mobile,Conrad-Valdez,1663.48,1151.23
677,Home,Kitchen,Ramirez PLC,689.42,492.04
678,Toys,Educational,"Lopez, Dickson and Johnson",699.86,307.27
679,Books,Non-Fiction,Krause-Bass,139.01,58.09
680,Electronics,Mobile,Jones-Winters,1699.11,1120.03
681,Clothing,Kids,"Schneider, Mcguire and Henderson",491.61,230.95
682,Clothing,Women,Nguyen Inc,1121.9,878.88
683,Clothing,Women,Mueller Group,1261.37,598.59
684,Books,Non-Fiction,Estrada Group,63.24,40.83
685,Clothing,Women,"Taylor, Roberts and Chapman",1186.45,659.11
686,Clothing,Men,Duncan-Ryan,560.3,381.85
687,Electronics,Camera,"Nunez, Miller and Willis",208.0,155.75
688,Clothing,Women,Cook-Horne,655.34,382.08
689,Home,Decor,Ward-Fernandez,1725.96,1054.71
690,Home,Decor,Ruiz-Rice,780.34,434.66
691,Electronics,Laptop,Duke-Simmons,707.21,412.41
692,Clothing,Kids,Collins Inc,1413.45,733.55
693,Toys,Board,"Rivers, Gonzalez and Adams",174.08,78.96
694,Electronics,Mobile,Swanson-Turner,614.23,290.66
695,Clothing,Kids,Garza Ltd,779.98,498.07
696,Toys,Educational,Walter-Davenport,848.96,504.85
697,Toys,Board,Brown-Wells,1838.73,1420.01
698,Clothing,Kids,"Patterson, Stevenson and Gordon",337.9,174.2
699,Clothing,Women,Barrett and Sons,1684.76,1091.33
700,Home,Furniture,Pratt-Mckee,971.79,464.57
701,Books,Comics,"Ramirez, Jones and Flynn",1013.35,605.97
702,Books,Non-Fiction,Barber-Lewis,1421.73,821.11
703,Clothing,Men,Palmer Inc,1132.97,813.87
704,Clothing,Women,Yoder Inc,70.23,34.41
705,Home,Furniture,Casey and Sons,1562.58,978.58
706,Books,Comics,"Evans, Johnson and White",1024.06,644.22
707,Home,Decor,"Riggs, Hurley and Blackwell",1647.45,900.73
708,Electronics,Camera,"Castillo, Robinson and Padilla",885.53,431.62
709,Books,Fiction,Harvey Group,1473.3,974.54
710,Clothing,Women,Palmer PLC,1750.25,722.66
711,Home,Kitchen,"Edwards, Newton and Johnson",1725.09,750.06
712,Electronics,Mobile,"Archer, Rodriguez and Colon",423.71,294.5
713,Home,Decor,Thomas-Williams,1222.47,698.36
714,Toys,Action,Vega-Hurst,1570.77,1139.46
715,Electronics,Camera,Moreno-Rush,704.88,361.2
716,Toys,Action,"Kelley, Villa and Murphy",650.69,443.52
717,Home,Decor,Michael and Sons,538.35,400.11
718,Electronics,Mobile,Ashley-Ramirez,1925.73,1375.5
719,Electronics,Laptop,"Rogers, Nichols and Woods",1734.76,781.95
720,Clothing,Men,Hicks-Chan,296.76,156.94
721,Clothing,Kids,Farley-Parker,788.44,360.21
722,Home,Decor,Ortega Inc,831.38,482.86
723,Electronics,Laptop,Kennedy-Davis,1033.65,528.5
724,Home,Kitchen,"Stevens, Scott and Rodriguez",1900.76,1009.14
725,Electronics,Camera,Guerrero Group,190.82,150.53
726,Home,Furniture,Romero and Sons,1592.38,890.28
727,Books,Fiction,"Brown, Hernandez and Taylor",991.96,524.89
728,Home,Kitchen,"Ellis, Dixon and Young",1096.88,496.05
729,Books,Non-Fiction,"Garner, Frey and Campbell",1788.84,1260.96
730,Electronics,Mobile,Mullins Group,1254.23,921.46
731,Electronics,Mobile,Brown-Anderson,1859.22,861.18
732,Books,Fiction,"Reese, Green and Barnett",1983.72,1132.94
733,Clothing,Kids,Lucero Group,607.22,455.27
734,Home,Furniture,"Miller, Sanchez and Warner",1310.9,655.65
735,Home,Decor,Kent-Anderson,1808.08,842.95
736,Books,Comics,"Holloway, Schmidt and Lopez",614.49,417.72
737,Clothing,Women,Jackson PLC,1312.69,894.57
738,Electronics,Mobile,Johnson PLC,956.23,433.25
739,Clothing,Kids,"Carson, Caldwell and Pratt",1361.57,549.69
740,Home,Furniture,Meza-Prince,1976.37,1124.41
741,Clothing,Women,Parker Ltd,146.3,80.94
742,Electronics,Mobile,Collins-Vargas,630.14,474.11
743,Clothing,Women,Smith Ltd,1548.05,1085.59
744,Clothing,Kids,Wilson-Mills,1985.92,907.85
745,Toys,Board,Anderson-Wright,21.91,14.46
746,Books,Non-Fiction,"Lee, Norris and Smith",1446.25,941.84
747,Clothing,Women,"White, Mejia and Erickson",1234.07,712.0
748,Clothing,Men,Sparks Ltd,1793.7,817.94
749,Electronics,Camera,Johnson-Herrera,1461.37,790.04
750,Books,Non-Fiction,"Saunders, Conway and Hicks",1583.2,790.2
751,Electronics,Mobile,Carter Group,1109.03,709.78
752,Toys,Educational,"Mcdonald, Patton and Ochoa",1559.04,1054.21
753,Home,Furniture,Church-Johnson,1037.91,626.7
754,Books,Non-Fiction,Nolan-Mathews,1294.11,923.37
755,Clothing,Women,Mcknight-Banks,774.84,384.66
756,Toys,Action,Hayes Ltd,1058.93,837.7
757,Home,Kitchen,"Mccall, Jimenez and Jones",268.31,199.71
758,Toys,Educational,"Osborne, Acevedo and Cruz",734.0,494.11
759,Books,Fiction,"Bryant, Fischer and Gibbs",38.3,16.35
760,Home,Furniture,Gray PLC,84.45,35.82
761,Books,Comics,"Choi, Hays and Salinas",576.54,394.96
762,Books,Non-Fiction,Thompson and Sons,1405.11,608.37
763,Toys,Board,Parker Inc,1234.01,630.56
764,Home,Furniture,Butler-Jefferson,1025.05,493.34
765,Clothing,Kids,"Moore, Solomon and Kemp",656.87,416.83
766,Electronics,Laptop,Jones-Rojas,1398.86,967.99
767,Clothing,Men,"Shields, Perry and Martinez",492.74,379.34
768,Electronics,Laptop,Myers-Thomas,1226.53,517.61
769,Clothing,Men,Gross-Higgins,30.27,13.77
770,Electronics,Mobile,"Franco, Mendoza and Larson",995.34,536.17
771,Toys,Board,Smith Ltd,522.2,286.56
772,Home,Decor,Barr and Sons,1773.4,1256.58
773,Electronics,Laptop,Pena and Sons,1615.18,821.79
774,Electronics,Laptop,Osborne and Sons,1426.08,899.37
775,Electronics,Laptop,Spencer Ltd,913.12,496.78
776,Books,Comics,Allen-Hess,337.93,156.44
777,Electronics,Camera,"Foster, Shea and Marshall",1349.87,602.22
778,Toys,Action,Sutton-Torres,92.86,69.2
779,Clothing,Men,Young-Sanders,946.17,523.41
780,Clothing,Men,Mitchell Group,1862.66,1383.95
781,Toys,Board,Kelly PLC,1482.63,841.76
782,Home,Furniture,Fisher Group,835.43,574.87
783,Home,Furniture,"Tran, Foster and Dean",1145.21,512.78
784,Electronics,Mobile,Manning and Sons,450.25,272.99
785,Electronics,Laptop,Thornton-Rogers,142.51,83.52
786,Home,Kitchen,Franklin-Gardner,657.97,408.76
787,Electronics,Laptop,"Kirk, Mosley and Fitzgerald",405.34,253.55
788,Home,Decor,"Mcclain, Adkins and Bell",1247.32,730.39
789,Toys,Educational,Grant Ltd,1995.59,1417.58
790,Toys,Action,Ramos-Luna,305.38,236.05
791,Electronics,Mobile,Hensley-Anderson,1085.38,710.25
792,Electronics,Laptop,"Salazar, Jones and Ross",7.92,5.25
793,Home,Furniture,"Soto, Huang and Berry",414.36,328.69
794,Books,Non-Fiction,Jackson Inc,1922.56,1516.95
795,Clothing,Kids,"Lee, Johnson and Rose",563.25,235.19
796,Clothing,Kids,Shepherd Inc,829.05,628.61
797,Books,Comics,Washington-Bennett,174.38,76.42
798,Clothing,Kids,"Lawson, Smith and Austin",1640.83,705.45
799,Toys,Action,Frank and Sons,872.79,685.74
800,Clothing,Women,Sanford-Moon,525.68,276.51
801,Books,Comics,Wise and Sons,1664.64,883.09
802,Books,Non-Fiction,Stein Group,471.05,366.2
803,Clothing,Kids,"Duffy, Riley and King",222.4,98.36
804,Books,Non-Fiction,Young-Spencer,631.5,283.1
805,Home,Furniture,Rivera PLC,906.57,530.65
806,Electronics,Mobile,Wilkinson PLC,319.44,215.44
807,Toys,Action,Ramos-Frazier,433.97,322.28
808,Clothing,Men,"Thompson, Moon and Frazier",1423.76,1121.01
809,Books,Comics,Norton-Adams,102.66,53.34
810,Clothing,Men,"Joseph, Gray and Turner",1904.43,1412.78
811,Toys,Board,Weber-Sullivan,1102.49,482.77
812,Electronics,Mobile,Fritz Inc,247.3,105.02
813,Clothing,Men,"Martinez, Baxter and Thomas",400.28,224.25
814,Electronics,Camera,Franco LLC,1174.31,900.66
815,Electronics,Mobile,"Carlson, Garcia and Wood",1994.34,955.49
816,Books,Fiction,"Aguilar, Camacho and Zuniga",188.5,139.28
817,Home,Furniture,"Finley, Fisher and Tate",90.18,52.7
818,Clothing,Kids,Briggs-Lindsey,869.15,599.52
819,Books,Fiction,"Harris, Reed and Acosta",768.55,438.59
820,Home,Furniture,Davis-Lambert,1817.07,926.69
821,Books,Fiction,Roberts PLC,74.13,48.01
822,Clothing,Kids,Costa Inc,593.73,335.34
823,Toys,Educational,Duffy LLC,126.65,64.83
824,Clothing,Women,Roberts LLC,402.92,303.75
825,Toys,Action,Rodriguez-Morton,1263.36,910.71
826,Electronics,Laptop,Rowland-Aguilar,1564.92,850.76
827,Toys,Educational,Delacruz-Ramirez,691.35,432.97
828,Home,Kitchen,Dalton-Shaw,544.52,223.48
829,Toys,Action,"Tran, Rhodes and Harper",63.46,45.96
830,Home,Furniture,Martinez-Lopez,1618.26,952.63
831,Home,Decor,Mosley-Clark,1999.21,1578.56
832,Electronics,Mobile,"Harris, Hall and Wise",1315.44,666.42
833,Electronics,Mobile,Bennett Inc,1153.51,914.81
834,Books,Non-Fiction,Williams and Sons,1870.74,1490.26
835,Clothing,Men,Chang-Perez,476.92,251.43
836,Home,Decor,Hatfield-Serrano,61.27,41.68
837,Toys,Board,"Brown, Walker and Rodriguez",288.49,224.83
838,Books,Comics,Richardson Inc,621.56,370.56
839,Electronics,Mobile,Grant Ltd,469.08,228.69
840,Toys,Educational,Cohen and Sons,6.36,4.88
841,Clothing,Men,Harris-Rivera,684.81,322.53
842,Home,Furniture,Diaz-Henson,48.72,30.92
843,Clothing,Men,Avery and Sons,1693.73,1260.59
844,Electronics,Laptop,Yang-Bean,1410.55,937.81
845,Toys,Action,Hughes and Sons,676.44,357.86
846,Clothing,Kids,Thompson Group,1897.64,1360.11
847,Books,Comics,Molina-Johnson,637.98,435.66
848,Toys,Board,Campbell-Allen,1779.75,1148.8
849,Home,Furniture,"Irwin, Davis and Wolf",1332.74,967.28
850,Books,Non-Fiction,Leach Ltd,1469.32,760.82
851,Clothing,Kids,Kennedy LLC,8.59,5.85
852,Toys,Educational,Moore Group,1702.26,1205.77
853,Toys,Action,"Holmes, Young and Mendoza",368.25,194.17
854,Toys,Action,Young-Holloway,1281.1,565.79
855,Books,Fiction,Davis Inc,665.68,286.99
856,Home,Kitchen,Watts Group,339.94,256.36
857,Electronics,Camera,"Ashley, Nicholson and Ramos",1341.7,928.07
858,Home,Kitchen,Gonzalez-Kelly,27.73,13.42
859,Electronics,Laptop,Gilbert-Hartman,517.03,229.15
860,Electronics,Mobile,Atkins-Cruz,774.94,537.06
861,Clothing,Women,Lee-Smith,988.7,545.25
862,Toys,Educational,Sandoval Inc,207.35,122.71
863,Toys,Board,"Johnston, West and Brown",1517.7,744.03
864,Books,Fiction,"Thompson, Garcia and Moreno",1599.39,661.13
865,Electronics,Laptop,Hicks PLC,525.95,232.41
866,Home,Furniture,Rivera LLC,1776.42,824.9
867,Electronics,Camera,Mercado-Phillips,1883.96,1490.62
868,Home,Decor,Valdez-Wood,1970.63,1492.34
869,Electronics,Laptop,Johnson Group,1885.17,878.49
870,Books,Fiction,"Guzman, Trujillo and Mclean",111.84,59.55
871,Clothing,Women,Nguyen-Adams,1395.91,961.52
872,Toys,Educational,"Brown, Mayo and Murphy",1322.89,686.53
873,Electronics,Mobile,Dean PLC,788.84,488.97
874,Books,Fiction,Lopez-Jones,113.74,45.67
875,Electronics,Laptop,"George, Mckenzie and Mack",1648.68,1071.7
876,Books,Fiction,"Archer, Bates and Alexander",198.49,95.83
877,Home,Furniture,Humphrey Ltd,949.77,423.79
878,Books,Non-Fiction,Peterson LLC,980.75,651.63
879,Electronics,Camera,Smith LLC,1090.53,516.86
880,Books,Non-Fiction,"Johnson, Howard and Wiley",377.23,157.62
881,Books,Non-Fiction,"Smith, Whitehead and Stephens",530.48,389.81
882,Toys,Action,"Santos, Haynes and Davis",306.51,207.99
883,Electronics,Mobile,"Miller, Herrera and Waller",1337.94,967.69
884,Books,Comics,"Harvey, Miller and Webb",458.89,194.75
885,Books,Comics,Cummings Inc,840.17,516.04
886,Books,Comics,Carr Ltd,1763.9,1041.59
887,Electronics,Laptop,Wallace-Brooks,1806.04,1238.44
888,Toys,Board,Hill-Gross,1801.41,1297.34
889,Toys,Action,Gallagher-Hammond,244.96,172.18
890,Clothing,Men,Turner-Smith,1944.47,1406.6
891,Clothing,Men,Ford-Simon,849.63,675.72
892,Books,Fiction,Jones Ltd,1994.55,1298.23
893,Toys,Educational,Carter-Simmons,642.9,444.14
894,Electronics,Mobile,Clark and Sons,779.26,435.56
895,Home,Kitchen,"Hahn, Cruz and Craig",1041.78,798.9
896,Electronics,Camera,"Vega, Olson and Martin",1248.0,760.06
897,Books,Fiction,Wallace Ltd,831.81,382.03
898,Toys,Board,Brown Group,1517.96,1177.72
899,Electronics,Camera,"Simpson, Santos and Adams",1560.19,1114.44
900,Toys,Educational,"Stephens, Graham and Williams",1756.4,888.13
901,Books,Comics,"Brady, Jones and Graves",1219.88,506.23
902,Home,Kitchen,"Mahoney, Mendoza and Graves",291.99,187.88
903,Books,Fiction,"Miller, Miller and Gilmore",794.61,597.22
904,Clothing,Men,French Group,1492.77,1146.95
905,Home,Furniture,Gray-Perkins,679.04,487.18
906,Home,Kitchen,Torres Ltd,1686.48,1253.55
907,Electronics,Mobile,Carrillo and Sons,273.1,215.66
908,Books,Non-Fiction,Herman Group,542.49,307.43
909,Electronics,Mobile,"Martinez, Lee and Flynn",886.22,678.29
910,Books,Comics,Cummings-Ryan,971.5,589.31
911,Home,Furniture,Carpenter PLC,1032.96,478.87
912,Home,Decor,Phillips-Tran,1016.06,461.56
913,Toys,Board,Berg-Hogan,62.75,29.94
914,Clothing,Men,Taylor-Holt,502.73,292.88
915,Home,Decor,Russell LLC,402.22,220.15
916,Books,Comics,Martinez-David,796.9,613.0
917,Electronics,Mobile,"Mccarthy, Willis and Houston",748.07,476.98
918,Clothing,Women,Mcintosh-Washington,1175.83,634.84
919,Clothing,Women,Perez PLC,1499.18,1012.76
920,Home,Furniture,Sanchez LLC,776.2,361.06
921,Toys,Action,Gonzales-Johnson,1714.94,1130.06
922,Clothing,Women,Johnson Ltd,1304.92,789.88
923,Electronics,Laptop,Chapman-Johnson,1823.47,1201.57
924,Toys,Action,Bates Inc,451.42,290.42
925,Home,Decor,Eaton-Simmons,1934.21,1270.96
926,Books,Non-Fiction,Mitchell Group,1703.91,994.4
927,Clothing,Women,Perez LLC,607.78,369.69
928,Toys,Educational,Thompson PLC,1171.05,471.86
929,Home,Decor,Gutierrez-Mckenzie,1296.45,834.42
930,Home,Decor,Evans-Ray,220.67,93.9
931,Home,Decor,Adams LLC,653.65,333.85
932,Home,Furniture,Bishop and Sons,304.11,214.76
933,Electronics,Camera,White Group,811.18,428.17
934,Clothing,Kids,Young PLC,55.78,33.41
935,Home,Kitchen,Manning-Ruiz,1814.29,1019.34
936,Electronics,Camera,Hall Inc,1417.6,891.41
937,Clothing,Women,Yang Group,1454.47,711.16
938,Toys,Board,"Holt, Wilson and Martinez",1570.87,1197.96
939,Home,Decor,Juarez Ltd,603.89,282.62
